create_dt,metric_id,feature_name,metrics,display_names,operating_system_type,1st Quartile,3rd Quartile,IQR,Upper,Lower,Yesterday,last_7_days,last_30_days,% Change Last 7 Days,% Change Last 30 Days,metric_nature_indicator,colour_indicator
05-02-2025,22,COX MOBILE,DR_Mobile Lock Enabled,,Apple iOS,5,57,52,122,-60,42,50.714,45.833,-17.18309859,-8.363636364,,
05-02-2025,23,COX MOBILE,DR_Mobile Lock Disabled,,Apple iOS,5,57,52,122,-60,648,627.571,572.167,3.255178693,13.25371395,,
05-02-2025,74,EASY CON NECT,DR_Easy Connect - Self install success,,Apple iOS,5,57,52,122,-60,0,,,0,0,,
05-02-2025,75,EASY CON NECT,DR_Easy Connect - Self install Timeout,,Apple iOS,5,57,52,122,-60,0,,,0,0,,
05-02-2025,76,KEY WORDS,cancel,,Apple iOS,5,57,52,122,-60,89,81.429,82.767,9.298245614,7.531212243,,
05-02-2025,77,KEY WORDS,cancel service,,Apple iOS,5,57,52,122,-60,49,41.429,46.767,18.27586207,4.775481112,,
05-02-2025,78,KEY WORDS,outage,,Apple iOS,5,57,52,122,-60,35,40.714,40.5,-14.03508772,-13.58024691,,
05-02-2025,79,KEY WORDS,bill,,Apple iOS,5,57,52,122,-60,30,27.429,23.967,9.375,25.17385257,,
05-02-2025,80,KEY WORDS,pay bill,,Apple iOS,5,57,52,122,-60,22,23.857,20.1,-7.784431138,9.452736318,,
05-02-2025,81,KEY WORDS,modem,,Apple iOS,5,57,52,122,-60,20,19.286,9.567,3.703703704,109.0592334,,
05-02-2025,82,KEY WORDS,billing,,Apple iOS,5,57,52,122,-60,19,18.571,14.533,2.307692308,30.73394495,,
05-02-2025,83,KEY WORDS,Setup,,Apple iOS,5,57,52,122,-60,19,10.571,12.5,79.72972973,52,,
05-02-2025,84,KEY WORDS,new modem,,Apple iOS,5,57,52,122,-60,17,15.714,9.467,8.181818182,79.57746479,,
05-02-2025,85,KEY WORDS,set up,,Apple iOS,5,57,52,122,-60,15,12,15.233,25,-1.531728665,,
05-02-2025,86,KEY WORDS,speed test,,Apple iOS,5,57,52,122,-60,15,19.429,20.667,-22.79411765,-27.41935484,,
05-02-2025,87,KEY WORDS,phone number,,Apple iOS,5,57,52,122,-60,15,21.429,17.367,-30,-13.62763916,,
05-02-2025,88,KEY WORDS,contact,,Apple iOS,5,57,52,122,-60,13,10,10.167,30,27.86885246,,
05-02-2025,89,KEY WORDS,call,,Apple iOS,5,57,52,122,-60,12,11.286,10.867,6.329113924,10.42944785,,
05-02-2025,90,KEY WORDS,outages,,Apple iOS,5,57,52,122,-60,12,10.714,10.533,12,13.92405063,,
05-02-2025,91,KEY WORDS,outage map,,Apple iOS,5,57,52,122,-60,11,11.429,13.067,-3.75,-15.81632653,,
05-02-2025,92,KEY WORDS,password,,Apple iOS,5,57,52,122,-60,11,13.429,12.267,-18.08510638,-10.32608696,,
05-02-2025,93,KEY WORDS,disconnect,,Apple iOS,5,57,52,122,-60,11,6.857,7.433,60.41666667,47.98206278,,
05-02-2025,94,KEY WORDS,customer service,,Apple iOS,5,57,52,122,-60,11,15.714,14.767,-30,-25.50790068,,
05-02-2025,95,KEY WORDS,install,,Apple iOS,5,57,52,122,-60,11,10,9.767,10,12.62798635,,
05-02-2025,162,SERVER ERRORS,server:error:CC-CLIENT_ERROR,,Apple iOS,5,57,52,122,-60,84280,85748.143,85835.7,-1.712157031,-1.812416046,,
05-02-2025,163,SERVER ERRORS,server:error:CC-NO-INTERNET,,Apple iOS,5,57,52,122,-60,2153,2322.429,2495.967,-7.29531894,-13.74083521,,
05-02-2025,164,SERVER ERRORS,server:error:CC-INTERNAL_ERROR,,Apple iOS,5,57,52,122,-60,1559,2848.571,3954.7,-45.27081244,-60.5785521,,
05-02-2025,165,SERVER ERRORS,server:error:CC-PAYMENT_AUTH_FAILED,,Apple iOS,5,57,52,122,-60,872,920.286,927.8,-5.246817758,-6.014227204,,
05-02-2025,166,SERVER ERRORS,server:error:unable_to_retrieve_data_usage_information_at_this_time.,,Apple iOS,5,57,52,122,-60,485,424.286,409.067,14.30976431,18.56258149,,
05-02-2025,167,SERVER ERRORS,server:error:CC-ACCOUNT_NOT_FOUND,,Apple iOS,5,57,52,122,-60,289,240.571,232.1,20.13064133,24.51529513,,
05-02-2025,168,SERVER ERRORS,server:error:CC-USERNAME-ALREADY-EXISTS,,Apple iOS,5,57,52,122,-60,217,191.857,188.5,13.10498883,15.1193634,,
05-02-2025,169,SERVER ERRORS,server:error:CC-PASSWORD_DENIED,,Apple iOS,5,57,52,122,-60,63,58,60.1,8.620689655,4.825291181,,
05-02-2025,170,SERVER ERRORS,server:error:CC-SECURITY_TOKEN_NOT_FOUND,,Apple iOS,5,57,52,122,-60,54,67.429,58.767,-19.91525424,-8.111174135,,
05-02-2025,171,SERVER ERRORS,server:error:CC-PAYMENT_UNKNOWN_ERROR,,Apple iOS,5,57,52,122,-60,49,32.286,44.9,51.7699115,9.131403118,,
05-02-2025,172,SERVER ERRORS,server:error:CC-DUPLICATE_PAYMENT,,Apple iOS,5,57,52,122,-60,43,41.857,42.967,2.730375427,0.077579519,,
05-02-2025,173,SERVER ERRORS,server:error:CC-INVALID_ZIPCODE,,Apple iOS,5,57,52,122,-60,32,35.714,39.333,-10.4,-18.6440678,,
05-02-2025,174,SERVER ERRORS,server:error:CC-PRIMARY-IDENTITY-ALREADY-EXISTS,,Apple iOS,5,57,52,122,-60,32,39.143,34.1,-18.24817518,-6.158357771,,
05-02-2025,175,SERVER ERRORS,server:error:CC-INVALID_CVV,,Apple iOS,5,57,52,122,-60,27,27.571,27.233,-2.07253886,-0.856793146,,
05-02-2025,176,SERVER ERRORS,server:error:CC-INVALID_CARD_NUMBER,,Apple iOS,5,57,52,122,-60,20,26.286,25.9,-23.91304348,-22.77992278,,
05-02-2025,177,SERVER ERRORS,server:error:CC-APPOINTMENT-SLOT-ERROR,,Apple iOS,5,57,52,122,-60,7,9.714,8.267,-27.94117647,-15.32258065,,
05-02-2025,178,SERVER ERRORS,server:error:CC-PAYMENT_METHOD_RESTRICTED,,Apple iOS,5,57,52,122,-60,5,2.429,2.1,105.8823529,138.0952381,,
05-02-2025,179,SERVER ERRORS,server:error:CC-INVALID_ROUTING_NUMBER,,Apple iOS,5,57,52,122,-60,1,1.429,1.533,-30,-34.7826087,,
05-02-2025,180,SERVER ERRORS,server:error:CC-SECURE_TOKEN_ALREADY_VERIFIED,,Apple iOS,5,57,52,122,-60,1,3.286,5.2,-69.56521739,-80.76923077,,
05-02-2025,181,SERVER ERRORS,server:error:CC-VALIDATION_ERROR,,Apple iOS,5,57,52,122,-60,1,3.857,3.7,-74.07407407,-72.97297297,,
05-02-2025,225,U R L,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_b,,Apple iOS,5,57,52,122,-60,1010,917.286,221.2,10.1074599,356.6003617,,
05-02-2025,226,U R L,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_2,,Apple iOS,5,57,52,122,-60,100,140.143,237,-28.64424057,-57.80590717,,
05-02-2025,227,U R L,www.cox.com/mobile-shop/devices/apple?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_iphone16_ga,,Apple iOS,5,57,52,122,-60,70,87.571,253.333,-20.06525285,-72.36842105,,
05-02-2025,228,U R L,www.cox.com/mobile-shop/check-device-compatibility.html&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mob,,Apple iOS,5,57,52,122,-60,54,96.143,76.9,-43.83358098,-29.77893368,,
05-02-2025,229,U R L,www.cox.com/mobile-shop/device/motorola-moto-g-play-2024_sapphire-blue?storage=64gb&sc_id=cr_mobile_,,Apple iOS,5,57,52,122,-60,24,34.571,44.033,-30.5785124,-45.49583649,,
05-02-2025,230,U R L,www.cox.com/residential/refer-a-friend.html?&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_extole,,Apple iOS,5,57,52,122,-60,12,14.429,4.833,-16.83168317,148.2758621,,
05-02-2025,231,U R L,www.cox.com/mobile-shop/devices/apple&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_iphone16_PO,,Apple iOS,5,57,52,122,-60,7,7,9.2,0,-23.91304348,,
05-02-2025,232,U R L,www.cox.com/residential-shop/repackage-landing.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_push_cro45,,Apple iOS,5,57,52,122,-60,4,1.143,1.6,250,150,,
05-02-2025,233,U R L,www.cox.com/residential/move.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_inapp,,Apple iOS,5,57,52,122,-60,3,4,3.967,-25,-24.3697479,,
05-02-2025,234,U R L,www.cox.com/residential-shop/repackage-landing.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_push_cro00,,Apple iOS,5,57,52,122,-60,3,3.857,4.633,-22.22222222,-35.25179856,,
05-02-2025,235,U R L,www.cox.com/residential-shop/repackage-landing.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_push_cro21,,Apple iOS,5,57,52,122,-60,3,2.286,1.7,31.25,76.47058824,,
05-02-2025,236,U R L,www.cox.com/mobile-shop/devices?brand=apple?intercept=false&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb,,Apple iOS,5,57,52,122,-60,2,0.857,1.1,133.3333333,81.81818182,,
05-02-2025,10000022,COX MOBILE,DR_Mobile Lock Enabled,,Both,97264,116408.25,19144.25,140338.562,73333.688,103032,106824,107768.233,-3.549764098,-4.394832491,,
05-02-2025,258,COX MOBILE,DR_Mobile Lock Enabled,,Google Android,2,44,42,96.5,-50.5,37,20.286,20.4,82.3943662,81.37254902,,
05-02-2025,259,COX MOBILE,DR_Mobile Lock Disabled,,Google Android,2,44,42,96.5,-50.5,196,180.714,174.267,8.458498024,12.47130834,,
05-02-2025,310,EASY CON NECT,DR_Easy Connect - Self install success,,Google Android,2,44,42,96.5,-50.5,99,91.143,54.767,8.620689655,80.76688984,,
05-02-2025,311,EASY CON NECT,DR_Easy Connect - Self install Timeout,,Google Android,2,44,42,96.5,-50.5,1,0.857,1,16.66666667,0,,
05-02-2025,312,KEY WORDS,cancel,,Google Android,2,44,42,96.5,-50.5,26,22.143,21.167,17.41935484,22.83464567,,
05-02-2025,313,KEY WORDS,cancel service,,Google Android,2,44,42,96.5,-50.5,16,16,15.967,0,0.208768267,,
05-02-2025,314,KEY WORDS,modem,,Google Android,2,44,42,96.5,-50.5,13,7.571,3.9,71.69811321,233.3333333,,
05-02-2025,315,KEY WORDS,speed test,,Google Android,2,44,42,96.5,-50.5,9,7.857,7.7,14.54545455,16.88311688,,
05-02-2025,316,KEY WORDS,outage,,Google Android,2,44,42,96.5,-50.5,9,19.286,20.133,-53.33333333,-55.29801325,,
05-02-2025,317,KEY WORDS,bill,,Google Android,2,44,42,96.5,-50.5,8,8.429,7.467,-5.084745763,7.142857143,,
05-02-2025,318,KEY WORDS,install,,Google Android,2,44,42,96.5,-50.5,8,6,4.367,33.33333333,83.20610687,,
05-02-2025,319,KEY WORDS,hotspot,,Google Android,2,44,42,96.5,-50.5,7,2.571,3.6,172.2222222,94.44444444,,
05-02-2025,320,KEY WORDS,outage map,,Google Android,2,44,42,96.5,-50.5,6,5.429,6.3,10.52631579,-4.761904762,,
05-02-2025,321,KEY WORDS,email,,Google Android,2,44,42,96.5,-50.5,6,6,5.467,0,9.756097561,,
05-02-2025,322,KEY WORDS,activate,,Google Android,2,44,42,96.5,-50.5,6,3.143,2.467,90.90909091,143.2432432,,
05-02-2025,323,KEY WORDS,fiber,,Google Android,2,44,42,96.5,-50.5,5,3.571,2.667,40,87.5,,
05-02-2025,324,KEY WORDS,moving,,Google Android,2,44,42,96.5,-50.5,5,4.286,3.5,16.66666667,42.85714286,,
05-02-2025,325,KEY WORDS,upgrade,,Google Android,2,44,42,96.5,-50.5,5,3.143,2.5,59.09090909,100,,
05-02-2025,326,KEY WORDS,plans,,Google Android,2,44,42,96.5,-50.5,5,3.857,3.767,29.62962963,32.74336283,,
05-02-2025,327,KEY WORDS,outages,,Google Android,2,44,42,96.5,-50.5,5,5.429,6.433,-7.894736842,-22.27979275,,
05-02-2025,328,KEY WORDS,customer service,,Google Android,2,44,42,96.5,-50.5,5,4.286,4.433,16.66666667,12.78195489,,
05-02-2025,329,KEY WORDS,set up,,Google Android,2,44,42,96.5,-50.5,5,2.429,3.9,105.8823529,28.20512821,,
05-02-2025,330,KEY WORDS,speed,,Google Android,2,44,42,96.5,-50.5,5,2.429,3,105.8823529,66.66666667,,
05-02-2025,331,KEY WORDS,set up new modem,,Google Android,2,44,42,96.5,-50.5,4,1.571,1.033,154.5454545,287.0967742,,
05-02-2025,398,SERVER ERRORS,server:error:CC-EACCES,,Google Android,2,44,42,96.5,-50.5,3130,3343.429,3353.167,-6.383524184,-6.655400368,,
05-02-2025,399,SERVER ERRORS,server:error:CC-INVALID_CREDS,,Google Android,2,44,42,96.5,-50.5,2166,2251.286,2275.333,-3.788311441,-4.805156754,,
05-02-2025,400,SERVER ERRORS,server:error:CC-INTERNAL_ERROR,,Google Android,2,44,42,96.5,-50.5,2109,2697.286,3052.1,-21.81028547,-30.90003604,,
05-02-2025,401,SERVER ERRORS,server:error:CC-TOKEN_EXPIRED,,Google Android,2,44,42,96.5,-50.5,910,963.857,922.9,-5.587668593,-1.397767906,,
05-02-2025,402,SERVER ERRORS,server:error:null,,Google Android,2,44,42,96.5,-50.5,720,764.286,761.6,-5.794392523,-5.462184874,,
05-02-2025,403,SERVER ERRORS,server:error:unable_to_retrieve_data_usage_information_at_this_time,,Google Android,2,44,42,96.5,-50.5,151,153.286,148.7,-1.491146319,1.546738399,,
05-02-2025,404,SERVER ERRORS,server:error:CC-ACCOUNT_NOT_FOUND,,Google Android,2,44,42,96.5,-50.5,114,123.714,117.333,-7.852193995,-2.840909091,,
05-02-2025,405,SERVER ERRORS,server:error:CC-USERNAME-ALREADY-EXISTS,,Google Android,2,44,42,96.5,-50.5,73,76,72.333,-3.947368421,0.921658986,,
05-02-2025,406,SERVER ERRORS,server:error:CC-INVALID_ZIPCODE,,Google Android,2,44,42,96.5,-50.5,45,54.857,62.4,-17.96875,-27.88461538,,
05-02-2025,407,SERVER ERRORS,server:error:CC-INVALID_CVV,,Google Android,2,44,42,96.5,-50.5,35,42.714,42.5,-18.06020067,-17.64705882,,
05-02-2025,408,SERVER ERRORS,server:error:CC-INVALID_CARD_NUMBER,,Google Android,2,44,42,96.5,-50.5,27,25,28.933,8,-6.68202765,,
05-02-2025,409,SERVER ERRORS,server:error:CC-DUPLICATE_PAYMENT,,Google Android,2,44,42,96.5,-50.5,25,21.571,22.8,15.89403974,9.649122807,,
05-02-2025,410,SERVER ERRORS,server:error:CC-PASSWORD_DENIED,,Google Android,2,44,42,96.5,-50.5,22,22.286,23.633,-1.282051282,-6.911142454,,
